treeid,spnum,spname,spcode,site,aspect,sitequal,timbersale,dominance,baselinestandBA,baselineinddbh,tension,year,month,rain,temp,growth,prevmeasdbh,olddbh,oldBA,newdbh,newBA,mardbh,marba
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2016,oct,NA,NA,NA,9.6,9.6,72.3822336,NA,NA,NA,NA
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2016,oct,NA,NA,NA,8,8,50.26544,NA,NA,NA,NA
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2017,may,3.62,67.40625,0,9.6,9.6,72.3822336,9.6,72.3822336,0,0
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2017,may,3.62,67.40625,5,8,8,50.26544,13,132.7321775,5,82.4667375
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2017,jun,5.88,77.15151515,0,9.6,9.6,72.3822336,9.6,72.3822336,0,0
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2017,jun,5.88,77.15151515,9,13,13,132.7321775,22,380.13239,9,247.4002125
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2017,jul,10.17,83.48484848,0,9.6,9.6,72.3822336,9.6,72.3822336,0,0
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2017,jul,10.17,83.48484848,8.5,22,22,380.13239,30.5,730.6160244,8.5,350.4836344
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2017,aug,8.43,79.44444444,NA,9.6,9.6,72.3822336,NA,NA,NA,NA
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2017,aug,8.43,79.44444444,6,30.5,30.5,730.6160244,36.5,1046.345819,6,315.729795
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2017,sep,3.32,76.06896552,1,9.6,9.6,72.3822336,10.6,88.2472631,1,15.8650295
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2017,sep,3.32,76.06896552,0,36.5,36.5,1046.345819,36.5,1046.345819,0,0
28,261,Eastern Hemlock,TSCA,C03x,N,1,N,I,100,9.6,na,2017,oct,5.06,69.20512821,0,10.6,10.6,88.2472631,10.6,88.2472631,0,0
31,261,Eastern Hemlock,TSCA,C03x,N,3,Y,I,70,8,na,2017,oct,5.06,69.20512821,1,36.5,36.5,1046.345819,37.5,1104.465234,1,58.119415
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,may,NA,NA,NA,10,10,78.53975,NA,NA,NA,NA
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,may,NA,NA,NA,11.6,11.6,105.6830876,NA,NA,NA,NA
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,jun,NA,NA,NA,10,10,78.53975,NA,NA,NA,NA
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,jun,NA,NA,NA,11.6,11.6,105.6830876,NA,NA,NA,NA
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,jul,8.85,78.09,1.5,10,11.5,103.8688194,13,132.7321775,1.5,28.86335813
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,jul,8.85,78.09,2,11.6,13.6,145.2671216,15.6,191.1343356,2,45.867214
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,aug,4.33,83.57575758,0,11.5,11.5,103.8688194,11.5,103.8688194,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,aug,4.33,83.57575758,3,13.6,13.6,145.2671216,16.6,216.4241351,3,71.1570135
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,sep,NA,NA,NA,11.5,11.5,103.8688194,NA,NA,NA,NA
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,sep,NA,NA,NA,16.6,16.6,216.4241351,NA,NA,NA,NA
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2015,oct,6.27,74.6375,0,11.5,11.5,103.8688194,11.5,103.8688194,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2015,oct,6.27,74.6375,0,16.6,16.6,216.4241351,16.6,216.4241351,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,may,3.24,62.07142857,0,11.5,11.5,103.8688194,11.5,103.8688194,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,may,3.24,62.07142857,2,16.6,16.6,216.4241351,18.6,271.7161191,2,55.291984
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,jun,3.08,81.83783784,0,11.5,11.5,103.8688194,11.5,103.8688194,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,jun,3.08,81.83783784,2,18.6,18.6,271.7161191,20.6,333.2912831,2,61.575164
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,jul,NA,NA,NA,11.5,11.5,103.8688194,NA,NA,NA,NA
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,jul,2.74,87.13793103,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,aug,6.49,86.26315789,0,15.5,15.5,188.6917494,15.5,188.6917494,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,aug,6.49,86.26315789,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,sep,2.3,80.92592593,0,15.5,15.5,188.6917494,15.5,188.6917494,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,sep,2.3,80.92592593,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2016,oct,2.91,65.5625,0,15.5,15.5,188.6917494,15.5,188.6917494,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2016,oct,2.91,65.5625,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,may,3.87,67.66666667,0,15.5,15.5,188.6917494,15.5,188.6917494,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,may,3.87,67.66666667,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,jun,6,77.39473684,1,15.5,15.5,188.6917494,16.5,213.8244694,1,25.13272
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,jun,6,77.39473684,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,jul,7.9,84,4,16.5,16.5,213.8244694,20.5,330.0632994,4,116.23883
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,jul,7.9,84,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,aug,8.43,79.35135135,0.5,20.5,20.5,330.0632994,21,346.3602975,0.5,16.29699813
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,aug,8.43,79.35135135,0,20.6,20.6,333.2912831,20.6,333.2912831,0,0
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,sep,3.07,76.53571429,0,21,21,346.3602975,21,346.3602975,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,sep,3.07,76.53571429,1,20.6,20.6,333.2912831,21.6,366.4350576,1,33.1437745
9,409,Mockernut Hickory,CATO,B10B,S,1,Y,C,90,10,lo,2017,oct,5.06,69.20512821,0,21,21,346.3602975,21,346.3602975,0,0
12,409,Mockernut Hickory,CATO,B10B,S,1,N,C,110,11.6,lo,2017,oct,5.06,69.20512821,NA,21.6,21.6,366.4350576,NA,NA,NA,NA
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,may,NA,NA,NA,10.9,10.9,93.31307698,NA,NA,NA,NA
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,may,NA,NA,NA,11.9,11.9,111.22014,NA,NA,NA,NA
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,jun,11.87,77.65625,3,10.9,10.9,93.31307698,13.9,151.746651,3,58.433574
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,jun,11.87,77.65625,2,11.9,11.9,111.22014,13.9,151.746651,2,40.526511
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,jul,NA,NA,NA,13.9,13.9,151.746651,NA,NA,NA,NA
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,jul,NA,NA,NA,13.9,13.9,151.746651,NA,NA,NA,NA
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,aug,6,82.31,NA,13.9,13.9,151.746651,NA,NA,NA,NA
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,aug,6,82.31,1.5,13.9,15.4,186.2648711,16.9,224.31738,1.5,38.05250887
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,sep,NA,NA,NA,13.9,13.9,151.746651,NA,NA,NA,NA
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,sep,NA,NA,NA,15.4,15.4,186.2648711,NA,NA,NA,NA
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2015,oct,NA,NA,NA,13.9,13.9,151.746651,NA,NA,NA,NA
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2015,oct,4.765,72.72727273,0,15.4,15.4,186.2648711,15.4,186.2648711,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,may,3.24,62.07142857,0,15.4,15.4,186.2648711,15.4,186.2648711,0,0
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,may,3.24,62.07142857,0,15.4,15.4,186.2648711,15.4,186.2648711,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,jun,3.08,81.83783784,3,15.4,15.4,186.2648711,18.4,265.9041776,3,79.6393065
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,jun,3.08,81.83783784,3,15.4,15.4,186.2648711,18.4,265.9041776,3,79.6393065
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,jul,2.74,87.13793103,2,18.4,18.4,265.9041776,20.4,326.8510236,2,60.946846
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,jul,2.74,87.13793103,1,18.4,18.4,265.9041776,19.4,295.5922031,1,29.6880255
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,aug,6.49,86.26315789,1,20.4,20.4,326.8510236,21.4,359.6806391,1,32.8296155
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,aug,6.49,86.26315789,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,sep,2.3,80.92592593,0,21.4,21.4,359.6806391,21.4,359.6806391,0,0
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,sep,2.3,80.92592593,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2016,oct,2.91,65.5625,0,21.4,21.4,359.6806391,21.4,359.6806391,0,0
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2016,oct,2.91,65.5625,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,may,3.87,67.66666667,1,21.4,21.4,359.6806391,22.4,394.0810496,1,34.4004105
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,may,3.87,67.66666667,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,jun,6,77.41666667,6,22.4,22.4,394.0810496,28.4,633.4702076,6,239.389158
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,jun,NA,NA,NA,19.4,19.4,295.5922031,NA,NA,NA,NA
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,jul,7.98,83.5,6,28.4,28.4,633.4702076,34.4,929.4079856,6,295.937778
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,jul,7.98,83.5,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,aug,8.43,79.44444444,0,34.4,34.4,929.4079856,34.4,929.4079856,0,0
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,aug,8.43,79.44444444,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,sep,3.32,76.06896552,0,34.4,34.4,929.4079856,34.4,929.4079856,0,0
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,sep,3.32,76.06896552,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0
21,316,Red Maple,ACRU,B06B,N,1,Y,C,70,10.9,lo,2017,oct,5.57,68.52380952,0.5,34.4,34.4,929.4079856,34.9,956.622009,0.5,27.21402338
22,316,Red Maple,ACRU,B06B,N,1,N,C,110,11.9,lo,2017,oct,5.57,68.52380952,0,19.4,19.4,295.5922031,19.4,295.5922031,0,0
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2015,may,NA,NA,NA,9.4,9.4,69.3977231,NA,NA,NA,NA
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2015,may,NA,NA,NA,25.5,25.5,510.7047244,NA,NA,NA,NA
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,may,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,may,NA,NA,NA,9.3,9.3,67.92902978,NA,NA,NA,NA
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,may,NA,NA,NA,11.5,11.5,103.8688194,NA,NA,NA,NA
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,may,NA,NA,NA,12.9,12.9,130.697998,NA,NA,NA,NA
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2015,jun,NA,NA,NA,9.4,9.4,69.3977231,NA,NA,NA,NA
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2015,jun,NA,NA,NA,25.5,25.5,510.7047244,NA,NA,NA,NA
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,jun,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,jun,NA,NA,NA,9.3,9.3,67.92902978,NA,NA,NA,NA
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,jun,11.87,77.65625,6,11.5,11.5,103.8688194,17.5,240.5279844,6,136.659165
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,jun,11.87,77.65625,8,12.9,12.9,130.697998,20.9,343.069482,8,212.371484
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2015,jul,8.85,78.09,3.5,9.4,12.9,130.697998,16.4,211.2405116,3.5,80.54251363
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2015,jul,8.85,78.09,1.5,25.5,27,572.5547775,28.5,637.9391194,1.5,65.38434188
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,jul,8.85,78.09,NA,23.4,23.4,430.0522551,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,jul,8.85,78.09,1,9.3,10.3,83.32282078,11.3,100.2874068,1,16.964586
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,jul,NA,NA,NA,17.5,17.5,240.5279844,NA,NA,NA,NA
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,jul,NA,NA,NA,20.9,20.9,343.069482,NA,NA,NA,NA
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2015,aug,4.33,83.57575758,3,12.9,12.9,130.697998,15.9,198.556342,3,67.858344
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2015,aug,4.33,83.57575758,2,27,27,572.5547775,29,660.5192975,2,87.96452
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,aug,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,aug,4.33,83.57575758,1,10.3,10.3,83.32282078,11.3,100.2874068,1,16.964586
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,aug,NA,NA,NA,17.5,17.5,240.5279844,NA,NA,NA,NA
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,aug,NA,NA,NA,20.9,20.9,343.069482,NA,NA,NA,NA
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2015,sep,NA,NA,NA,15.9,15.9,198.556342,NA,NA,NA,NA
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2015,sep,NA,NA,NA,29,29,660.5192975,NA,NA,NA,NA
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,sep,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,sep,NA,NA,NA,11.3,11.3,100.2874068,NA,NA,NA,NA
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,sep,NA,NA,NA,17.5,17.5,240.5279844,NA,NA,NA,NA
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,sep,NA,NA,NA,20.9,20.9,343.069482,NA,NA,NA,NA
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2015,oct,6.27,74.6375,1,15.9,16.9,224.31738,17.9,251.649213,1,27.331833
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2015,oct,6.27,74.6375,2,29,31,754.7669975,33,855.2978775,2,100.53088
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2015,oct,NA,NA,NA,23.4,23.4,430.0522551,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2015,oct,6.27,74.6375,1,11.3,12.3,118.8227878,13.3,138.9289638,1,20.106176
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2015,oct,NA,NA,NA,17.5,17.5,240.5279844,NA,NA,NA,NA
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2015,oct,NA,NA,NA,20.9,20.9,343.069482,NA,NA,NA,NA
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2016,may,3.24,62.07142857,2,16.9,16.9,224.31738,18.9,280.551841,2,56.234461
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2016,may,3.24,62.07142857,3,31,31,754.7669975,34,907.91951,3,153.1525125
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,may,3.24,62.07142857,1,23.4,23.4,430.0522551,24.4,467.5942556,1,37.5420005
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,may,NA,NA,NA,12.3,12.3,118.8227878,NA,NA,NA,NA
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,may,3.24,62.07142857,1,17.5,17.5,240.5279844,18.5,268.8022944,1,28.27431
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,may,3.24,62.07142857,1,20.9,20.9,343.069482,21.9,376.684495,1,33.615013
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2016,jun,3.08,81.83783784,5,18.9,18.9,280.551841,23.9,448.626906,5,168.075065
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2016,jun,3.08,81.83783784,0,34,34,907.91951,34,907.91951,0,0
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,jun,3.08,81.83783784,2,24.4,24.4,467.5942556,26.4,547.3906416,2,79.796386
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,jun,3.08,81.83783784,0,12.3,12.3,118.8227878,12.3,118.8227878,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,jun,3.08,81.83783784,7,18.5,18.5,268.8022944,25.5,510.7047244,7,241.90243
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,jun,3.08,81.83783784,4,21.9,21.9,376.684495,25.9,526.852497,4,150.168002
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2016,jul,2.74,87.13793103,2,23.9,23.9,448.626906,25.9,526.852497,2,78.225591
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2016,jul,2.74,87.13793103,4,34,34,907.91951,38,1134.11399,4,226.19448
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,jul,2.74,87.13793103,2,26.4,26.4,547.3906416,28.4,633.4702076,2,86.079566
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,jul,2.74,87.13793103,1,12.3,12.3,118.8227878,13.3,138.9289638,1,20.106176
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,jul,2.74,87.13793103,5,25.5,25.5,510.7047244,30.5,730.6160244,5,219.9113
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,jul,2.74,87.13793103,0,25.9,25.9,526.852497,25.9,526.852497,0,0
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2016,aug,6.49,86.26315789,2,30.9,30.9,749.905387,32.9,850.122108,2,100.216721
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2016,aug,6.49,86.26315789,3,36,36,1017.87516,39,1194.589598,3,176.7144375
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,aug,NA,NA,NA,28.4,28.4,633.4702076,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,aug,6.49,86.26315789,0,13.3,13.3,138.9289638,13.3,138.9289638,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,aug,6.49,86.26315789,5,30.5,30.5,730.6160244,35.5,989.7971994,5,259.181175
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,aug,6.49,86.26315789,0,25.9,25.9,526.852497,25.9,526.852497,0,0
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2016,sep,2.3,80.92592593,1,131.116721,131.116721,13502.23536,132.116721,13708.97825,1,206.7428873
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2016,sep,2.3,80.92592593,0,212.7144375,212.7144375,35537.21991,212.7144375,35537.21991,0,0
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,sep,2.3,80.92592593,0,28.4,28.4,633.4702076,28.4,633.4702076,0,0
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,sep,2.3,80.92592593,1,13.3,13.3,138.9289638,14.3,160.6059348,1,21.676971
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,sep,2.3,80.92592593,1,35.5,35.5,989.7971994,36.5,1046.345819,1,56.54862
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,sep,2.3,80.92592593,0,25.9,25.9,526.852497,25.9,526.852497,0,0
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2016,oct,2.91,65.5625,0,337.8596083,337.8596083,89652.42949,337.8596083,89652.42949,0,0
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2016,oct,2.91,65.5625,1,212.7144375,212.7144375,35537.21991,213.7144375,35872.13608,1,334.9161724
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2016,oct,2.91,65.5625,2,28.4,28.4,633.4702076,30.4,725.8329536,2,92.362746
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2016,oct,2.91,65.5625,0,14.3,14.3,160.6059348,14.3,160.6059348,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2016,oct,2.91,65.5625,0,36.5,36.5,1046.345819,36.5,1046.345819,0,0
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2016,oct,2.91,65.5625,0,25.9,25.9,526.852497,25.9,526.852497,0,0
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2017,may,3.87,67.66666667,4,337.8596083,337.8596083,89652.42949,341.8596083,91787.82858,4,2135.399094
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,may,3.87,67.66666667,4,213.7144375,213.7144375,35872.13608,217.7144375,37227.50872,4,1355.372639
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,may,3.87,67.66666667,0,30.4,30.4,725.8329536,30.4,725.8329536,0,0
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,may,3.87,67.66666667,3,14.3,14.3,160.6059348,17.3,235.0616178,3,74.455683
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,may,3.87,67.66666667,7,36.5,36.5,1046.345819,43.5,1486.168419,7,439.8226
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,may,3.87,67.66666667,4,25.9,25.9,526.852497,29.9,702.153219,4,175.300722
7,833,Red Oak,QURU,B10B,S,1,Y,C,80,9.4,lo,2017,jun,6,77.39473684,5,341.8596083,341.8596083,91787.82858,346.8596083,94492.42033,5,2704.591755
8,833,Red Oak,QURU,B10B,S,1,Y,D,80,25.5,hi,2017,jun,6,77.39473684,4,217.7144375,217.7144375,37227.50872,221.7144375,38608.01408,4,1380.505359
10,833,Red Oak,QURU,B10B,S,1,N,D,140,23.4,hi,2017,jun,NA,NA,NA,30.4,30.4,725.8329536,NA,NA,NA,NA
11,833,Red Oak,QURU,B10B,S,1,N,C,150,9.3,lo,2017,jun,6,77.39473684,0,17.3,17.3,235.0616178,17.3,235.0616178,0,0
15,833,Red Oak,QURU,B06B,N,1,Y,C,100,11.5,lo,2017,jun,6,77.41666667,12,43.5,43.5,1486.168419,55.5,2419.220649,12,933.05223
16,833,Red Oak,QURU,B06B,N,1,N,C,130,12.9,lo,2017,jun,6,77.41666667,8,29.9,29.9,702.153219,37.9,1128.152823,8,425.999604
